Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,total_sqft,YearsSinceRemod,Age
1403,20,RL,69.0,53227,2,1,4,CulDSac,2,ClearCr,1Fam,1Story,4,6,1954,1994,Flat,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,4.0,4.0,1116.0,1.0,0.0,248.0,1364.0,5,1,1663,0,0,1663,1.0,0.0,1,0,2,1,4,6,7,2,Attchd,1954.0,3.0,2.0,529.0,3.0,3.0,3,224,137,0,0,0,0,0,3,2008,256000,3027.0,16,56
596,20,RL,70.0,9100,1,4,4,Inside,3,NAmes,1Fam,1Story,5,6,1965,1965,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,338.0,3.0,466.0,121.0,925.0,5,1,925,0,0,925,0.0,1.0,1,0,2,1,3,5,8,0,Detchd,1965.0,1.0,1.0,429.0,3.0,3.0,3,0,0,0,0,0,0,0,7,2009,117500,1850.0,45,45
922,50,RL,130.0,9600,2,2,4,Inside,3,Crawfor,1Fam,1.5Fin,5,7,1940,1950,Gable,MetalSd,MetalSd,None,0.0,4,4,BrkTil,3.0,2.0,1.0,3.0,428.0,1.0,0.0,300.0,728.0,5,1,976,332,0,1308,1.0,0.0,1,1,2,1,3,7,6,2,Detchd,1940.0,1.0,1.0,256.0,3.0,3.0,3,0,70,0,0,0,0,0,6,2009,160000,2036.0,60,70
2065,20,RL,81.0,14175,1,3,4,Inside,2,Sawyer,1Fam,1Story,5,5,1956,1998,Hip,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,386.0,5.0,522.0,332.0,1240.0,4,1,1375,0,0,1375,1.0,0.0,1,0,3,1,3,6,8,1,Attchd,1956.0,1.0,1.0,323.0,3.0,3.0,3,0,0,0,0,0,0,0,12,2007,187000,2615.0,12,54
1710,60,RL,110.0,14277,1,4,4,Inside,3,NridgHt,1Fam,2Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,5.0,3.0,2.0,6.0,938.0,1.0,0.0,379.0,1317.0,5,1,1217,1168,0,2385,1.0,0.0,2,1,3,1,4,7,8,1,Attchd,2003.0,3.0,3.0,818.0,3.0,3.0,3,192,228,0,0,0,0,0,1,2007,350000,3702.0,7,7
1034,90,RL,60.0,9000,1,4,4,FR2,3,NAmes,Duplex,2Story,5,5,1974,1974,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,4.0,3.0,2.0,1.0,0.0,1.0,0.0,896.0,896.0,3,1,896,896,0,1792,0.0,0.0,2,2,4,2,3,8,8,0,Detchd,1982.0,1.0,2.0,480.0,3.0,3.0,3,0,45,0,0,0,0,0,6,2008,133000,2688.0,36,36
1057,20,RL,105.0,13693,1,4,4,Inside,3,NridgHt,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,Stone,554.0,4,3,PConc,5.0,3.0,4.0,6.0,1728.0,4.0,495.0,195.0,2418.0,5,1,2464,0,0,2464,1.0,0.0,2,1,4,1,5,9,8,1,Attchd,2007.0,3.0,3.0,650.0,3.0,3.0,3,358,78,0,0,0,0,0,8,2008,417500,4882.0,3,3
470,120,RL,51.0,3635,1,4,4,Inside,3,Blmngtn,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4.0,3.0,1.0,5.0,988.0,1.0,0.0,398.0,1386.0,5,1,1569,0,0,1569,0.0,1.0,2,0,1,1,4,7,8,1,Attchd,2007.0,2.0,3.0,660.0,3.0,3.0,3,143,20,0,0,0,0,0,5,2009,175900,2955.0,3,3
819,20,RL,84.0,10933,1,4,4,Inside,3,CollgCr,1Fam,1Story,9,5,2009,2009,Hip,VinylSd,VinylSd,Stone,242.0,5,3,PConc,5.0,3.0,4.0,6.0,1021.0,1.0,0.0,534.0,1555.0,5,1,1680,0,0,1680,1.0,0.0,1,1,1,1,5,8,8,1,Attchd,2009.0,3.0,3.0,1138.0,3.0,3.0,3,185,24,0,0,0,0,0,7,2009,323262,3235.0,1,1
2160,20,RL,65.0,8450,1,4,4,Inside,3,CollgCr,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,6.0,699.0,1.0,0.0,638.0,1337.0,5,1,1337,0,0,1337,1.0,0.0,2,0,3,1,4,6,8,0,Attchd,2003.0,2.0,2.0,531.0,3.0,3.0,3,0,39,0,0,0,0,0,10,2007,185000,2674.0,7,7
2552,30,RL,60.0,8550,1,4,4,Inside,3,NAmes,1Fam,1Story,6,8,1934,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,574.0,1.0,0.0,242.0,816.0,5,1,816,0,0,816,1.0,0.0,1,0,2,1,3,4,8,1,Attchd,1949.0,1.0,1.0,240.0,3.0,3.0,3,228,0,40,0,0,0,0,7,2006,129800,1632.0,60,76
41,20,RL,95.0,12182,1,4,4,Corner,3,NridgHt,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4.0,3.0,2.0,4.0,1201.0,1.0,0.0,340.0,1541.0,5,1,1541,0,0,1541,0.0,0.0,2,0,3,1,4,7,8,1,Attchd,2005.0,2.0,2.0,532.0,3.0,3.0,3,0,70,0,0,0,0,0,5,2010,220000,3082.0,5,5
742,50,RM,51.0,6120,1,4,4,Inside,3,BrkSide,1Fam,1.5Fin,4,7,1935,1995,Gable,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,884.0,884.0,5,1,989,584,0,1573,0.0,0.0,1,0,3,1,4,6,8,0,Detchd,1935.0,1.0,1.0,240.0,3.0,3.0,3,0,0,54,0,120,0,0,7,2009,133000,2457.0,15,75
686,50,RL,60.0,10800,1,4,4,Inside,3,NAmes,1Fam,1.5Fin,4,7,1949,1996,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,832.0,832.0,3,1,832,629,0,1461,0.0,0.0,2,0,4,1,3,6,8,0,Detchd,1949.0,1.0,1.0,384.0,3.0,3.0,3,0,204,0,0,0,0,0,8,2009,133500,2293.0,14,61
314,90,RL,69.0,12760,2,4,4,Inside,3,Mitchel,Duplex,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1958.0,1958.0,3,1,2048,0,0,2048,0.0,0.0,3,0,5,2,3,9,8,0,2Types,1976.0,1.0,2.0,776.0,3.0,3.0,3,0,0,0,0,0,0,0,3,2010,170000,4006.0,34,34
1630,60,RL,69.0,7655,2,4,4,CulDSac,3,Gilbert,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,903.0,903.0,4,1,910,732,0,1642,0.0,0.0,2,1,3,1,3,7,8,1,Attchd,1993.0,2.0,2.0,392.0,3.0,3.0,3,290,84,0,0,0,0,0,7,2007,168000,2545.0,16,17
191,70,RM,60.0,10560,1,4,4,Inside,3,OldTown,1Fam,2Story,6,7,1922,1994,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2.0,3.0,1.0,3.0,283.0,1.0,0.0,455.0,738.0,5,1,868,602,0,1470,0.0,0.0,1,1,2,1,3,6,7,0,Detchd,1970.0,1.0,2.0,624.0,3.0,3.0,3,0,0,0,0,0,0,0,6,2010,140750,2208.0,16,88
1626,60,RL,60.0,7500,1,4,4,Inside,3,Gilbert,1Fam,2Story,6,5,1999,2003,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,938.0,938.0,5,1,957,1342,0,2299,0.0,0.0,3,1,5,1,3,7,8,1,Attchd,1999.0,3.0,2.0,482.0,3.0,3.0,3,188,30,0,0,0,0,0,8,2007,204000,3237.0,7,11
59,60,RL,69.0,9505,2,4,4,CulDSac,3,Gilbert,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,180.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,884.0,884.0,5,1,884,1151,0,2035,0.0,0.0,2,1,3,1,4,8,8,1,BuiltIn,2001.0,3.0,2.0,434.0,3.0,3.0,3,144,48,0,0,0,0,0,5,2010,222500,2919.0,9,9
2632,85,RL,69.0,10205,2,4,4,Inside,3,NAmes,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,3.0,4.0,784.0,1.0,0.0,141.0,925.0,3,1,999,0,0,999,1.0,0.0,1,0,3,1,3,6,8,0,Attchd,1962.0,1.0,1.0,300.0,3.0,3.0,3,150,72,0,0,0,0,0,5,2006,134500,1924.0,48,48
1835,120,FV,45.0,4379,2,4,4,FR2,3,Somerst,TwnhsE,1Story,8,5,2004,2004,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,851.0,1.0,0.0,527.0,1378.0,5,1,1378,0,0,1378,1.0,0.0,2,0,2,1,4,6,8,1,Attchd,2004.0,3.0,2.0,540.0,3.0,3.0,3,160,56,0,0,0,0,0,7,2007,214000,2756.0,6,6
2675,190,RM,65.0,7800,1,4,4,Inside,3,OldTown,2fmCon,1.5Fin,5,7,1939,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,4.0,3.0,2.0,3.0,507.0,1.0,0.0,286.0,793.0,3,1,793,325,0,1118,1.0,0.0,1,0,3,1,3,5,8,1,Detchd,1939.0,1.0,2.0,410.0,3.0,3.0,3,0,0,0,0,271,0,0,5,2006,119900,1911.0,60,71
1503,90,RL,92.0,12108,1,4,4,Inside,3,Edwards,Duplex,1Story,4,4,1955,1955,Gable,VinylSd,VinylSd,BrkFace,270.0,3,3,CBlock,3.0,3.0,1.0,5.0,133.0,1.0,0.0,1307.0,1440.0,3,0,1440,0,0,1440,0.0,0.0,2,0,4,2,2,8,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,9,2008,118000,2880.0,55,55
1963,20,RL,70.0,7000,1,4,4,Inside,3,NAmes,1Fam,1Story,5,7,1960,2002,Gable,Wd Sdng,Wd Sdng,BrkFace,45.0,3,3,CBlock,3.0,3.0,1.0,3.0,588.0,1.0,0.0,422.0,1010.0,5,1,1134,0,0,1134,0.0,0.0,1,0,2,1,3,6,8,0,Attchd,1960.0,2.0,1.0,254.0,3.0,3.0,3,0,16,0,0,0,0,0,4,2007,135000,2144.0,8,50
1352,50,RL,64.0,13053,1,3,4,Inside,3,BrkSide,1Fam,1.5Fin,6,7,1923,2000,Gambrel,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,833.0,833.0,4,1,1053,795,0,1848,0.0,0.0,1,1,4,1,4,8,8,1,Detchd,1922.0,1.0,2.0,370.0,3.0,3.0,1,0,0,0,0,220,0,0,6,2008,207000,2681.0,10,87
1519,50,RL,60.0,8400,1,3,4,Inside,3,SWISU,1Fam,1.5Fin,6,5,1925,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1.0,3.0,423.0,1.0,0.0,758.0,1181.0,2,1,1390,304,0,1694,0.0,0.0,2,0,4,1,3,7,8,1,Detchd,1925.0,1.0,2.0,576.0,3.0,3.0,3,342,0,128,0,0,0,0,6,2008,136500,2875.0,60,85
1305,20,RM,50.0,6000,1,4,4,Corner,3,OldTown,1Fam,1Story,4,7,1954,2000,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,901.0,901.0,5,1,901,0,0,901,0.0,0.0,1,0,2,1,3,4,8,0,Detchd,1954.0,1.0,1.0,281.0,2.0,3.0,3,0,0,0,0,0,0,0,8,2008,107900,1802.0,10,56
2014,50,RM,69.0,6240,1,4,4,Inside,3,BrkSide,1Fam,1.5Fin,6,5,1938,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,2.0,52.0,1.0,0.0,809.0,861.0,4,1,861,548,0,1409,1.0,0.0,1,1,3,1,3,6,8,1,Detchd,1968.0,1.0,2.0,528.0,3.0,3.0,3,225,0,84,0,0,0,0,3,2007,126000,2270.0,60,72
1,20,RL,141.0,31770,2,4,4,Corner,3,NAmes,1Fam,1Story,6,5,1960,1960,Hip,BrkFace,Plywood,Stone,112.0,3,3,CBlock,3.0,4.0,4.0,4.0,639.0,1.0,0.0,441.0,1080.0,2,1,1656,0,0,1656,1.0,0.0,1,0,3,1,3,7,8,2,Attchd,1960.0,3.0,2.0,528.0,3.0,3.0,2,210,62,0,0,0,0,0,5,2010,215000,2736.0,50,50
1052,60,RL,96.0,12474,1,4,4,Inside,3,NridgHt,1Fam,2Story,10,5,2007,2008,Gable,VinylSd,VinylSd,Stone,272.0,5,3,PConc,5.0,3.0,3.0,6.0,1280.0,1.0,0.0,402.0,1682.0,5,1,1742,590,0,2332,1.0,0.0,2,1,3,1,5,9,8,1,BuiltIn,2008.0,3.0,3.0,846.0,3.0,3.0,3,196,134,0,0,0,0,0,8,2008,426000,4014.0,2,3
622,20,RL,80.0,9600,1,4,4,Inside,3,NAmes,1Fam,1Story,5,7,1950,2007,Gable,MetalSd,MetalSd,None,0.0,4,3,CBlock,3.0,3.0,1.0,5.0,607.0,1.0,0.0,506.0,1113.0,4,1,1113,0,0,1113,0.0,0.0,1,0,3,1,4,5,8,1,Attchd,1950.0,1.0,1.0,264.0,3.0,3.0,3,0,80,120,0,0,0,0,7,2009,147000,2226.0,3,60
913,30,RL,64.0,8574,1,4,4,Inside,3,Crawfor,1Fam,1Story,6,8,1916,2000,Gable,Stucco,Stucco,None,0.0,4,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,816.0,816.0,5,1,1232,0,0,1232,0.0,0.0,1,0,3,1,4,6,8,1,Detchd,1916.0,1.0,2.0,440.0,3.0,3.0,3,0,0,180,0,0,0,0,10,2009,147500,2048.0,10,94
1058,20,RL,104.0,14418,2,4,4,Inside,3,NridgHt,1Fam,1Story,9,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,480.0,5,3,PConc,5.0,3.0,4.0,6.0,1375.0,1.0,0.0,575.0,1950.0,5,1,1950,0,0,1950,1.0,0.0,2,0,2,1,5,7,8,1,Attchd,2007.0,3.0,3.0,706.0,3.0,3.0,3,156,207,0,0,0,0,0,5,2008,383000,3900.0,3,3
2348,20,RL,80.0,10400,1,4,4,Inside,3,NWAmes,1Fam,1Story,7,5,1988,1988,Gable,Wd Sdng,Wd Sdng,BrkFace,102.0,3,3,CBlock,4.0,3.0,3.0,6.0,929.0,1.0,0.0,916.0,1845.0,4,1,1872,0,0,1872,0.0,1.0,2,0,3,1,3,6,8,1,Attchd,1988.0,3.0,2.0,604.0,3.0,3.0,3,197,39,0,0,0,0,0,6,2006,241500,3717.0,22,22
1527,50,RL,63.0,15564,1,4,4,Inside,3,Crawfor,1Fam,1.5Fin,6,6,1914,1995,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,4.0,3.0,1.0,1.0,0.0,1.0,0.0,676.0,676.0,5,1,676,588,0,1264,0.0,0.0,1,0,3,1,3,6,8,0,Detchd,1994.0,1.0,2.0,400.0,3.0,3.0,3,424,0,0,0,0,0,400,1,2008,147500,1940.0,15,96
1011,60,RL,101.0,13543,2,2,4,Corner,3,StoneBr,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,Stone,130.0,4,3,PConc,5.0,3.0,4.0,6.0,16.0,1.0,0.0,1152.0,1168.0,5,1,1168,1332,0,2500,0.0,0.0,3,1,5,1,5,9,8,1,BuiltIn,2005.0,3.0,3.0,683.0,3.0,3.0,3,192,32,0,0,0,0,0,7,2008,355000,3668.0,5,5
1332,45,RM,50.0,6130,1,4,4,Inside,3,BrkSide,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,5.0,784.0,1.0,0.0,0.0,784.0,4,1,784,0,0,784,1.0,0.0,1,0,2,1,4,5,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,3,0,0,116,0,0,0,0,5,2008,109500,1568.0,60,86
709,30,RM,50.0,5925,1,4,4,Corner,3,OldTown,1Fam,1Story,2,4,1940,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,BrkTil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,612,0,0,612,0.0,0.0,1,0,1,1,3,4,8,0,Detchd,1965.0,1.0,1.0,308.0,3.0,2.0,1,0,0,25,0,0,0,0,10,2009,45000,612.0,60,70
209,70,RL,69.0,24090,1,4,4,Inside,3,ClearCr,1Fam,2Story,7,7,1940,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,2.0,1.0,0.0,1.0,0.0,1032.0,1032.0,5,1,1207,1196,0,2403,0.0,0.0,2,0,4,1,3,10,8,2,Attchd,1940.0,1.0,1.0,349.0,3.0,3.0,3,56,0,318,0,0,0,0,6,2010,244400,3435.0,60,70
619,20,RL,80.0,9600,1,4,4,Inside,3,NAmes,1Fam,1Story,6,5,1953,1953,Hip,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3.0,3.0,1.0,6.0,1285.0,1.0,0.0,131.0,1416.0,3,1,1644,0,0,1644,1.0,0.0,1,0,3,1,3,7,8,2,Attchd,1953.0,3.0,2.0,418.0,3.0,3.0,3,110,0,0,0,0,0,0,10,2009,167000,3060.0,57,57
2150,60,RL,65.0,8158,1,4,4,Inside,3,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,214.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,860.0,860.0,5,1,860,869,0,1729,0.0,0.0,2,1,3,1,4,7,8,0,Attchd,2002.0,3.0,2.0,542.0,3.0,3.0,3,386,63,0,0,0,0,0,8,2007,200000,2589.0,8,8
2704,30,RL,50.0,5220,2,4,4,Inside,3,SWISU,1Fam,1Story,5,3,1936,1950,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,830.0,830.0,4,1,879,0,0,879,0.0,0.0,1,0,2,1,3,4,8,0,Detchd,1936.0,1.0,1.0,180.0,3.0,3.0,2,0,108,0,0,0,0,0,1,2006,80000,1709.0,60,74
2839,20,RL,60.0,8172,1,4,4,Inside,3,Edwards,1Fam,1Story,5,7,1955,1990,Hip,WdShing,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,167.0,1.0,0.0,697.0,864.0,3,1,864,0,0,864,1.0,0.0,1,0,2,1,3,5,8,0,Detchd,1957.0,1.0,2.0,572.0,3.0,3.0,1,0,0,0,0,0,0,0,4,2006,115000,1728.0,20,55
1242,20,RL,72.0,9000,1,4,4,Inside,3,NAmes,1Fam,1Story,6,5,1956,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,74.0,3,3,CBlock,4.0,3.0,1.0,2.0,616.0,1.0,0.0,580.0,1196.0,4,1,1196,0,0,1196,1.0,0.0,1,0,2,1,3,6,8,1,Attchd,1956.0,2.0,1.0,297.0,3.0,3.0,3,0,44,0,0,0,0,0,5,2008,139000,2392.0,54,54
2714,60,RL,74.0,7844,1,4,4,Inside,3,Sawyer,1Fam,2Story,6,7,1978,1978,Hip,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3.0,3.0,1.0,5.0,209.0,1.0,0.0,463.0,672.0,3,1,672,728,0,1400,0.0,0.0,1,1,3,1,3,6,8,1,Attchd,1978.0,3.0,2.0,440.0,3.0,3.0,3,0,0,0,0,0,0,0,3,2006,149500,2072.0,32,32
799,70,RL,60.0,9084,1,4,4,Inside,3,Edwards,1Fam,2Story,4,5,1940,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,1.0,0.0,1.0,0.0,755.0,755.0,3,1,755,755,0,1510,1.0,0.0,1,0,4,1,3,7,8,1,Detchd,1940.0,1.0,1.0,296.0,2.0,1.0,2,120,0,0,0,0,0,0,10,2009,108000,2265.0,60,70
1260,190,RL,60.0,10800,1,4,4,Inside,3,OldTown,2fmCon,2Story,4,7,1900,2000,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,694,600,0,1294,0.0,0.0,2,0,3,2,3,7,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,1,220,114,210,0,0,0,0,8,2008,106250,1294.0,10,110
2107,20,RL,74.0,8556,1,4,4,Inside,3,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1240.0,1240.0,5,1,1240,0,0,1240,0.0,0.0,2,0,2,1,4,5,8,0,Attchd,2006.0,2.0,3.0,826.0,3.0,3.0,3,140,93,0,0,0,0,0,5,2007,194000,2480.0,4,4
2486,20,RL,70.0,9100,1,4,4,Inside,3,Sawyer,1Fam,1Story,5,4,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,51.0,3,3,CBlock,3.0,3.0,1.0,2.0,36.0,1.0,0.0,952.0,988.0,5,1,988,0,0,988,1.0,0.0,1,0,3,1,3,6,8,0,Detchd,1977.0,1.0,2.0,624.0,3.0,3.0,3,0,0,0,0,0,0,0,7,2006,129500,1976.0,48,48
1911,90,RL,63.0,8668,1,4,4,Corner,3,NAmes,Duplex,1Story,5,5,1968,1968,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1560.0,1560.0,3,1,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,8,0,Detchd,1968.0,1.0,3.0,792.0,3.0,3.0,3,0,0,0,0,0,0,0,5,2007,126000,3120.0,42,42
896,20,RL,70.0,11767,1,4,4,Inside,3,Edwards,1Fam,1Story,5,5,1950,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,2.0,3.0,2.0,3.0,1078.0,1.0,0.0,0.0,1078.0,3,1,1368,0,0,1368,1.0,0.0,1,0,3,1,3,6,7,0,Attchd,1950.0,2.0,1.0,195.0,3.0,3.0,3,0,41,211,0,0,0,900,6,2009,120000,2446.0,60,60
272,20,RL,70.0,8400,1,4,4,Inside,3,CollgCr,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4.0,3.0,3.0,6.0,712.0,1.0,0.0,761.0,1473.0,5,1,1484,0,0,1484,1.0,0.0,2,0,3,1,4,7,8,0,Attchd,2004.0,2.0,2.0,606.0,3.0,3.0,3,0,35,0,144,0,0,0,5,2010,213000,2957.0,5,6
2521,120,RL,40.0,3874,2,4,4,Inside,3,Greens,TwnhsE,1Story,8,5,1980,1980,Gable,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4.0,3.0,4.0,6.0,807.0,1.0,0.0,419.0,1226.0,3,1,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,8,1,Attchd,1980.0,3.0,2.0,484.0,3.0,3.0,3,133,78,0,0,0,0,0,7,2006,190000,2452.0,30,30
2324,20,RL,69.0,8076,2,4,4,Inside,3,Gilbert,1Fam,1Story,6,6,1993,1994,Gable,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4.0,3.0,1.0,6.0,705.0,1.0,0.0,455.0,1160.0,4,1,1169,0,0,1169,0.0,1.0,2,0,3,1,3,6,8,1,Attchd,1993.0,3.0,2.0,402.0,3.0,3.0,3,0,26,0,0,144,0,0,7,2006,183500,2329.0,16,17
1953,80,RL,93.0,10090,2,4,4,Inside,3,NAmes,1Fam,SLvl,7,5,1963,1999,Gable,Plywood,Plywood,BrkFace,364.0,3,3,CBlock,3.0,3.0,3.0,3.0,242.0,5.0,483.0,0.0,725.0,3,1,1035,616,0,1651,0.0,1.0,2,0,4,1,3,6,8,2,BuiltIn,1963.0,1.0,1.0,276.0,3.0,3.0,3,460,46,0,0,165,0,0,10,2007,172000,2376.0,11,47
887,20,RL,67.0,8877,1,4,4,Inside,2,Edwards,1Fam,1Story,4,6,1938,1958,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,5.0,690.0,1.0,0.0,126.0,816.0,5,1,816,0,0,816,1.0,0.0,1,0,2,1,3,3,8,1,Detchd,1958.0,1.0,1.0,288.0,2.0,2.0,3,0,0,0,0,0,0,0,5,2009,100000,1632.0,52,72
1479,20,RL,85.0,11058,1,4,4,Corner,3,CollgCr,1Fam,1Story,7,6,2007,2007,Gable,VinylSd,VinylSd,Stone,212.0,4,3,PConc,4.0,3.0,1.0,6.0,56.0,1.0,0.0,1508.0,1564.0,5,1,1564,0,0,1564,0.0,0.0,2,0,3,1,4,6,8,0,Attchd,2007.0,2.0,3.0,814.0,3.0,3.0,3,0,24,0,0,0,0,0,2,2008,218836,3128.0,3,3
1317,190,RM,60.0,10800,1,4,4,Inside,3,OldTown,2fmCon,1.5Fin,6,7,1905,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2.0,3.0,1.0,1.0,0.0,1.0,0.0,482.0,482.0,5,0,1221,691,0,1912,0.0,0.0,2,0,3,2,3,7,8,1,Detchd,2003.0,1.0,2.0,672.0,4.0,3.0,3,0,25,212,0,0,0,0,4,2008,163000,2394.0,10,105
1750,20,RL,59.0,10936,2,4,4,Inside,3,Gilbert,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1510.0,1510.0,5,1,1525,0,0,1525,0.0,0.0,2,1,3,1,4,6,8,1,Attchd,2006.0,2.0,2.0,534.0,3.0,3.0,3,100,18,0,0,0,0,0,4,2007,206580,3035.0,4,4
2815,60,RL,65.0,8461,1,4,4,Inside,3,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,728.0,728.0,5,1,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,8,1,Attchd,2005.0,3.0,2.0,390.0,3.0,3.0,3,0,24,0,0,0,0,0,7,2006,163990,2184.0,4,5
